x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
-0.06563826010819393,0.1434222148915321,-0.10222553332540893,0.22336686535918737,-0.10222553332540894,0.2233668653591874,-0.15920683525795898,0.34787328154234987,-0.10222553332540894,0.2233668653591874,-0.15920683525795898,0.34787328154234987,-0.15920683525795898,0.34787328154234987,-0.24794995504860573,0.5417805358751052,2
-0.06563826010819393,-0.10222553332540893,0.1434222148915321,0.22336686535918737,-0.10222553332540894,-0.15920683525795898,0.2233668653591874,0.34787328154234987,-0.10222553332540894,-0.15920683525795898,0.2233668653591874,0.34787328154234987,-0.15920683525795898,-0.24794995504860573,0.34787328154234987,0.5417805358751052,3
0.05055531691021439,-0.11046538274863762,-0.11046538274863762,0.24137126481621451,0.0787352410783445,-0.17203964039968858,-0.17203964039968858,0.37591347233449646,0.0787352410783445,-0.17203964039968858,-0.17203964039968858,0.37591347233449646,0.12262287265797966,-0.26793586490532656,-0.26793586490532656,0.5854505456155915,1
-0.06563826010819393,-0.10222553332540894,-0.10222553332540894,-0.15920683525795898,0.1434222148915321,0.2233668653591874,0.2233668653591874,0.34787328154234987,-0.10222553332540893,-0.15920683525795898,-0.15920683525795898,-0.24794995504860573,0.22336686535918737,0.34787328154234987,0.34787328154234987,0.5417805358751052,3
0.05055531691021439,-0.11046538274863762,0.0787352410783445,-0.17203964039968858,-0.11046538274863762,0.2413712648162145,-0.17203964039968858,0.3759134723344964,0.0787352410783445,-0.17203964039968858,0.12262287265797965,-0.26793586490532656,-0.17203964039968858,0.3759134723344964,-0.26793586490532656,0.5854505456155915,2
0.05055531691021439,0.0787352410783445,-0.11046538274863762,-0.17203964039968858,-0.11046538274863762,-0.17203964039968858,0.2413712648162145,0.3759134723344964,0.0787352410783445,0.12262287265797965,-0.17203964039968858,-0.26793586490532656,-0.17203964039968858,-0.26793586490532656,0.3759134723344964,0.5854505456155915,3
-0.0389382665487983,0.08508166461542682,0.08508166461542682,-0.18590682881735462,0.08508166461542681,-0.18590682881735462,-0.18590682881735462,0.40621383181845516,-0.06064275710777004,0.13250684169856336,0.13250684169856336,-0.2895327312662446,0.13250684169856336,-0.2895327312662446,-0.2895327312662446,0.6326405595357293,1
-0.06563826010819393,-0.10222553332540894,-0.10222553332540894,-0.15920683525795898,-0.10222553332540893,-0.15920683525795898,-0.15920683525795898,-0.24794995504860573,0.1434222148915321,0.2233668653591874,0.2233668653591874,0.34787328154234987,0.22336686535918737,0.34787328154234987,0.34787328154234987,0.5417805358751052,3
0.05055531691021439,-0.11046538274863762,0.0787352410783445,-0.17203964039968858,0.0787352410783445,-0.17203964039968858,0.12262287265797965,-0.26793586490532656,-0.11046538274863762,0.2413712648162145,-0.17203964039968858,0.3759134723344964,-0.17203964039968858,0.3759134723344964,-0.26793586490532656,0.5854505456155915,2
0.05055531691021439,0.0787352410783445,-0.11046538274863762,-0.17203964039968858,0.0787352410783445,0.12262287265797965,-0.17203964039968858,-0.26793586490532656,-0.11046538274863762,-0.17203964039968858,0.2413712648162145,0.3759134723344964,-0.17203964039968858,-0.26793586490532656,0.3759134723344964,0.5854505456155915,3
